"","name","recordnum","date","hour","value","hour_numeric","am_pm","hour_corrected"
"2215","wheatsheaf","174418","2024-10-10","AM6",1,6,"AM","6"
"2216","wheatsheaf","174418","2024-10-10","AM7",3,7,"AM","7"
"2217","wheatsheaf","174418","2024-10-10","AM8",0,8,"AM","8"
"2218","wheatsheaf","174418","2024-10-10","AM9",2,9,"AM","9"
"2219","wheatsheaf","174418","2024-10-10","AM10",4,10,"AM","10"
"2220","wheatsheaf","174418","2024-10-10","AM11",13,11,"AM","11"
"2221","wheatsheaf","174418","2024-10-10","PM12",17,12,"PM","24"
"2222","wheatsheaf","174418","2024-10-10","PM1",20,1,"PM","13"
"2223","wheatsheaf","174418","2024-10-10","PM2",15,2,"PM","14"
"2224","wheatsheaf","174418","2024-10-10","PM3",21,3,"PM","15"
"2225","wheatsheaf","174418","2024-10-10","PM4",23,4,"PM","16"
"2226","wheatsheaf","174418","2024-10-10","PM5",14,5,"PM","17"
"2227","wheatsheaf","174418","2024-10-10","PM6",8,6,"PM","18"
"2228","wheatsheaf","174418","2024-10-10","PM7",6,7,"PM","19"
"2229","wheatsheaf","174418","2024-10-10","PM8",7,8,"PM","20"
"2230","wheatsheaf","174418","2024-10-10","PM9",3,9,"PM","21"
"2231","wheatsheaf","174418","2024-10-10","PM10",4,10,"PM","22"
"2232","wheatsheaf","174418","2024-10-10","PM11",1,11,"PM","23"
"2233","wheatsheaf","174418","2024-10-11","AM12",1,12,"AM","0"
"2234","wheatsheaf","174418","2024-10-11","AM1",0,1,"AM","1"
"2235","wheatsheaf","174418","2024-10-11","AM2",0,2,"AM","2"
"2236","wheatsheaf","174418","2024-10-11","AM3",3,3,"AM","3"
"2237","wheatsheaf","174418","2024-10-11","AM4",0,4,"AM","4"
"2238","wheatsheaf","174418","2024-10-11","AM5",2,5,"AM","5"
"2239","wheatsheaf","174418","2024-10-11","AM6",2,6,"AM","6"
"2240","wheatsheaf","174418","2024-10-11","AM7",5,7,"AM","7"
"2241","wheatsheaf","174418","2024-10-11","AM8",3,8,"AM","8"
"2242","wheatsheaf","174418","2024-10-11","AM9",7,9,"AM","9"
"2243","wheatsheaf","174418","2024-10-11","AM10",10,10,"AM","10"
"2244","wheatsheaf","174418","2024-10-11","AM11",7,11,"AM","11"
"2245","wheatsheaf","174418","2024-10-11","PM12",17,12,"PM","24"
"2246","wheatsheaf","174418","2024-10-11","PM1",14,1,"PM","13"
"2247","wheatsheaf","174418","2024-10-11","PM2",7,2,"PM","14"
"2248","wheatsheaf","174418","2024-10-11","PM3",9,3,"PM","15"
"2249","wheatsheaf","174418","2024-10-11","PM4",14,4,"PM","16"
"2250","wheatsheaf","174418","2024-10-11","PM5",13,5,"PM","17"
"2251","wheatsheaf","174418","2024-10-11","PM6",7,6,"PM","18"
"2252","wheatsheaf","174418","2024-10-11","PM7",3,7,"PM","19"
"2253","wheatsheaf","174418","2024-10-11","PM8",2,8,"PM","20"
"2254","wheatsheaf","174418","2024-10-11","PM9",6,9,"PM","21"
"2255","wheatsheaf","174418","2024-10-11","PM10",5,10,"PM","22"
"2256","wheatsheaf","174418","2024-10-11","PM11",1,11,"PM","23"
"2257","wheatsheaf","174418","2024-10-12","AM12",3,12,"AM","0"
"2258","wheatsheaf","174418","2024-10-12","AM1",1,1,"AM","1"
"2259","wheatsheaf","174418","2024-10-12","AM2",1,2,"AM","2"
"2260","wheatsheaf","174418","2024-10-12","AM3",2,3,"AM","3"
"2261","wheatsheaf","174418","2024-10-12","AM4",1,4,"AM","4"
"2262","wheatsheaf","174418","2024-10-12","AM5",3,5,"AM","5"
"2263","wheatsheaf","174418","2024-10-12","AM6",3,6,"AM","6"
"2264","wheatsheaf","174418","2024-10-12","AM7",0,7,"AM","7"
"2265","wheatsheaf","174418","2024-10-12","AM8",3,8,"AM","8"
"2266","wheatsheaf","174418","2024-10-12","AM9",6,9,"AM","9"
"2267","wheatsheaf","174418","2024-10-12","AM10",6,10,"AM","10"
"2268","wheatsheaf","174418","2024-10-12","AM11",30,11,"AM","11"
"2269","wheatsheaf","174418","2024-10-12","PM12",20,12,"PM","24"
"2270","wheatsheaf","174418","2024-10-12","PM1",20,1,"PM","13"
"2271","wheatsheaf","174418","2024-10-12","PM2",17,2,"PM","14"
"2272","wheatsheaf","174418","2024-10-12","PM3",17,3,"PM","15"
"2273","wheatsheaf","174418","2024-10-12","PM4",12,4,"PM","16"
"2274","wheatsheaf","174418","2024-10-12","PM5",20,5,"PM","17"
"2275","wheatsheaf","174418","2024-10-12","PM6",9,6,"PM","18"
"2276","wheatsheaf","174418","2024-10-12","PM7",3,7,"PM","19"
"2277","wheatsheaf","174418","2024-10-12","PM8",1,8,"PM","20"
"2278","wheatsheaf","174418","2024-10-12","PM9",3,9,"PM","21"
"2279","wheatsheaf","174418","2024-10-12","PM10",2,10,"PM","22"
"2280","wheatsheaf","174418","2024-10-12","PM11",1,11,"PM","23"
"2281","wheatsheaf","174418","2024-10-13","AM12",3,12,"AM","0"
"2282","wheatsheaf","174418","2024-10-13","AM1",0,1,"AM","1"
"2283","wheatsheaf","174418","2024-10-13","AM2",0,2,"AM","2"
"2284","wheatsheaf","174418","2024-10-13","AM3",2,3,"AM","3"
"2285","wheatsheaf","174418","2024-10-13","AM4",0,4,"AM","4"
"2286","wheatsheaf","174418","2024-10-13","AM5",0,5,"AM","5"
"2287","wheatsheaf","174418","2024-10-13","AM6",3,6,"AM","6"
"2288","wheatsheaf","174418","2024-10-13","AM7",1,7,"AM","7"
"2289","wheatsheaf","174418","2024-10-13","AM8",5,8,"AM","8"
"2290","wheatsheaf","174418","2024-10-13","AM9",5,9,"AM","9"
"2291","wheatsheaf","174418","2024-10-13","AM10",9,10,"AM","10"
"2292","wheatsheaf","174418","2024-10-13","AM11",11,11,"AM","11"
"2293","wheatsheaf","174418","2024-10-13","PM12",7,12,"PM","24"
"2294","wheatsheaf","174418","2024-10-13","PM1",16,1,"PM","13"
"2295","wheatsheaf","174418","2024-10-13","PM2",9,2,"PM","14"
"2296","wheatsheaf","174418","2024-10-13","PM3",17,3,"PM","15"
"2297","wheatsheaf","174418","2024-10-13","PM4",11,4,"PM","16"
"2298","wheatsheaf","174418","2024-10-13","PM5",7,5,"PM","17"
"2299","wheatsheaf","174418","2024-10-13","PM6",5,6,"PM","18"
"2300","wheatsheaf","174418","2024-10-13","PM7",4,7,"PM","19"
"2301","wheatsheaf","174418","2024-10-13","PM8",2,8,"PM","20"
"2302","wheatsheaf","174418","2024-10-13","PM9",2,9,"PM","21"
"2303","wheatsheaf","174418","2024-10-13","PM10",2,10,"PM","22"
"2304","wheatsheaf","174418","2024-10-13","PM11",0,11,"PM","23"
"2305","wheatsheaf","174418","2024-10-15","AM12",0,12,"AM","0"
"2306","wheatsheaf","174418","2024-10-15","AM1",0,1,"AM","1"
"2307","wheatsheaf","174418","2024-10-15","AM2",2,2,"AM","2"
"2308","wheatsheaf","174418","2024-10-15","AM3",0,3,"AM","3"
"2309","wheatsheaf","174418","2024-10-15","AM4",0,4,"AM","4"
"2310","wheatsheaf","174418","2024-10-15","AM5",3,5,"AM","5"
"2311","wheatsheaf","174418","2024-10-15","AM6",1,6,"AM","6"
"2312","wheatsheaf","174418","2024-10-15","AM7",4,7,"AM","7"
"2313","wheatsheaf","174418","2024-10-15","AM8",5,8,"AM","8"
"2314","wheatsheaf","174418","2024-10-15","AM9",8,9,"AM","9"
"2315","wheatsheaf","174418","2024-10-15","AM10",1,10,"AM","10"
"2316","wheatsheaf","174418","2024-10-15","AM11",5,11,"AM","11"
"2317","wheatsheaf","174418","2024-10-15","PM12",17,12,"PM","24"
"2318","wheatsheaf","174418","2024-10-15","PM1",0,1,"PM","13"
"2319","wheatsheaf","174418","2024-10-15","PM2",0,2,"PM","14"
"2320","wheatsheaf","174418","2024-10-15","PM3",0,3,"PM","15"
"2321","wheatsheaf","174418","2024-10-15","PM4",0,4,"PM","16"
"2322","wheatsheaf","174418","2024-10-15","PM5",0,5,"PM","17"
"2323","wheatsheaf","174418","2024-10-15","PM6",0,6,"PM","18"
"2324","wheatsheaf","174418","2024-10-15","PM7",0,7,"PM","19"
"2325","wheatsheaf","174418","2024-10-15","PM8",0,8,"PM","20"
"2326","wheatsheaf","174418","2024-10-15","PM9",0,9,"PM","21"
"2327","wheatsheaf","174418","2024-10-15","PM10",0,10,"PM","22"
"2328","wheatsheaf","174418","2024-10-15","PM11",0,11,"PM","23"
"2329","wheatsheaf","174418","2024-10-16","AM12",0,12,"AM","0"
"2330","wheatsheaf","174418","2024-10-16","AM1",0,1,"AM","1"
"2331","wheatsheaf","174418","2024-10-16","AM2",0,2,"AM","2"
"2332","wheatsheaf","174418","2024-10-16","AM3",0,3,"AM","3"
"2333","wheatsheaf","174418","2024-10-16","AM4",0,4,"AM","4"
"2334","wheatsheaf","174418","2024-10-16","AM5",0,5,"AM","5"
"2335","wheatsheaf","174418","2024-10-16","AM6",0,6,"AM","6"
"2336","wheatsheaf","174418","2024-10-16","AM7",0,7,"AM","7"
"2337","wheatsheaf","174418","2024-10-16","AM8",0,8,"AM","8"
"2338","wheatsheaf","174418","2024-10-16","AM9",0,9,"AM","9"
"2339","wheatsheaf","174418","2024-10-16","AM10",0,10,"AM","10"
"2340","wheatsheaf","174418","2024-10-16","AM11",0,11,"AM","11"
"2341","wheatsheaf","174418","2024-10-16","PM12",1,12,"PM","24"
"2342","wheatsheaf","174418","2024-10-16","PM1",1,1,"PM","13"
"2343","wheatsheaf","174418","2024-10-16","PM2",1,2,"PM","14"
"2344","wheatsheaf","174418","2024-10-16","PM3",3,3,"PM","15"
"2345","wheatsheaf","174418","2024-10-16","PM4",11,4,"PM","16"
"2346","wheatsheaf","174418","2024-10-16","PM5",1,5,"PM","17"
"2347","wheatsheaf","174418","2024-10-16","PM6",0,6,"PM","18"
"2348","wheatsheaf","174418","2024-10-16","PM7",0,7,"PM","19"
"2349","wheatsheaf","174418","2024-10-16","PM8",0,8,"PM","20"
"2350","wheatsheaf","174418","2024-10-16","PM9",0,9,"PM","21"
"2351","wheatsheaf","174418","2024-10-16","PM10",0,10,"PM","22"
"2352","wheatsheaf","174418","2024-10-16","PM11",0,11,"PM","23"
"2353","wheatsheaf","174419","2024-10-09","AM12",4,12,"AM","0"
"2354","wheatsheaf","174419","2024-10-09","AM1",0,1,"AM","1"
"2355","wheatsheaf","174419","2024-10-09","AM2",2,2,"AM","2"
"2356","wheatsheaf","174419","2024-10-09","AM3",1,3,"AM","3"
"2357","wheatsheaf","174419","2024-10-09","AM4",1,4,"AM","4"
"2358","wheatsheaf","174419","2024-10-09","AM5",2,5,"AM","5"
"2359","wheatsheaf","174419","2024-10-09","AM6",2,6,"AM","6"
"2360","wheatsheaf","174419","2024-10-09","AM7",5,7,"AM","7"
"2361","wheatsheaf","174419","2024-10-09","AM8",6,8,"AM","8"
"2362","wheatsheaf","174419","2024-10-09","AM9",7,9,"AM","9"
"2363","wheatsheaf","174419","2024-10-09","AM10",14,10,"AM","10"
"2364","wheatsheaf","174419","2024-10-09","AM11",9,11,"AM","11"
"2365","wheatsheaf","174419","2024-10-09","PM12",10,12,"PM","24"
"2366","wheatsheaf","174419","2024-10-09","PM1",10,1,"PM","13"
"2367","wheatsheaf","174419","2024-10-09","PM2",4,2,"PM","14"
"2368","wheatsheaf","174419","2024-10-09","PM3",6,3,"PM","15"
"2369","wheatsheaf","174419","2024-10-09","PM4",10,4,"PM","16"
"2370","wheatsheaf","174419","2024-10-09","PM5",13,5,"PM","17"
"2371","wheatsheaf","174419","2024-10-09","PM6",8,6,"PM","18"
"2372","wheatsheaf","174419","2024-10-09","PM7",6,7,"PM","19"
"2373","wheatsheaf","174419","2024-10-09","PM8",11,8,"PM","20"
"2374","wheatsheaf","174419","2024-10-09","PM9",1,9,"PM","21"
"2375","wheatsheaf","174419","2024-10-09","PM10",2,10,"PM","22"
"2376","wheatsheaf","174419","2024-10-09","PM11",0,11,"PM","23"
"2377","wheatsheaf","174419","2024-10-10","AM12",1,12,"AM","0"
"2378","wheatsheaf","174419","2024-10-10","AM1",2,1,"AM","1"
"2379","wheatsheaf","174419","2024-10-10","AM2",1,2,"AM","2"
"2380","wheatsheaf","174419","2024-10-10","AM3",0,3,"AM","3"
"2381","wheatsheaf","174419","2024-10-10","AM4",1,4,"AM","4"
"2382","wheatsheaf","174419","2024-10-10","AM5",2,5,"AM","5"
"2383","wheatsheaf","174419","2024-10-10","AM6",3,6,"AM","6"
"2384","wheatsheaf","174419","2024-10-10","AM7",5,7,"AM","7"
"2385","wheatsheaf","174419","2024-10-10","AM8",6,8,"AM","8"
"2386","wheatsheaf","174419","2024-10-10","AM9",6,9,"AM","9"
"2387","wheatsheaf","174419","2024-10-10","AM10",11,10,"AM","10"
"2388","wheatsheaf","174419","2024-10-10","AM11",9,11,"AM","11"
"2389","wheatsheaf","174419","2024-10-10","PM12",7,12,"PM","24"
"2390","wheatsheaf","174419","2024-10-10","PM1",10,1,"PM","13"
"2391","wheatsheaf","174419","2024-10-10","PM2",12,2,"PM","14"
"2392","wheatsheaf","174419","2024-10-10","PM3",12,3,"PM","15"
"2393","wheatsheaf","174419","2024-10-10","PM4",9,4,"PM","16"
"2394","wheatsheaf","174419","2024-10-10","PM5",8,5,"PM","17"
"2395","wheatsheaf","174419","2024-10-10","PM6",4,6,"PM","18"
"2396","wheatsheaf","174419","2024-10-10","PM7",3,7,"PM","19"
"2397","wheatsheaf","174419","2024-10-10","PM8",2,8,"PM","20"
"2398","wheatsheaf","174419","2024-10-10","PM9",1,9,"PM","21"
"2399","wheatsheaf","174419","2024-10-10","PM10",3,10,"PM","22"
"2400","wheatsheaf","174419","2024-10-10","PM11",0,11,"PM","23"
"2401","wheatsheaf","174419","2024-10-11","AM12",0,12,"AM","0"
"2402","wheatsheaf","174419","2024-10-11","AM1",4,1,"AM","1"
"2403","wheatsheaf","174419","2024-10-11","AM2",2,2,"AM","2"
"2404","wheatsheaf","174419","2024-10-11","AM3",0,3,"AM","3"
"2405","wheatsheaf","174419","2024-10-11","AM4",0,4,"AM","4"
"2406","wheatsheaf","174419","2024-10-11","AM5",1,5,"AM","5"
"2407","wheatsheaf","174419","2024-10-11","AM6",2,6,"AM","6"
"2408","wheatsheaf","174419","2024-10-11","AM7",5,7,"AM","7"
"2409","wheatsheaf","174419","2024-10-11","AM8",7,8,"AM","8"
"2410","wheatsheaf","174419","2024-10-11","AM9",6,9,"AM","9"
"2411","wheatsheaf","174419","2024-10-11","AM10",5,10,"AM","10"
"2412","wheatsheaf","174419","2024-10-11","AM11",9,11,"AM","11"
"2413","wheatsheaf","174419","2024-10-11","PM12",12,12,"PM","24"
"2414","wheatsheaf","174419","2024-10-11","PM1",9,1,"PM","13"
"2415","wheatsheaf","174419","2024-10-11","PM2",7,2,"PM","14"
"2416","wheatsheaf","174419","2024-10-11","PM3",9,3,"PM","15"
"2417","wheatsheaf","174419","2024-10-11","PM4",6,4,"PM","16"
"2418","wheatsheaf","174419","2024-10-11","PM5",6,5,"PM","17"
"2419","wheatsheaf","174419","2024-10-11","PM6",7,6,"PM","18"
"2420","wheatsheaf","174419","2024-10-11","PM7",3,7,"PM","19"
"2421","wheatsheaf","174419","2024-10-11","PM8",7,8,"PM","20"
"2422","wheatsheaf","174419","2024-10-11","PM9",6,9,"PM","21"
"2423","wheatsheaf","174419","2024-10-11","PM10",5,10,"PM","22"
"2424","wheatsheaf","174419","2024-10-11","PM11",3,11,"PM","23"
"2425","wheatsheaf","174419","2024-10-12","AM12",0,12,"AM","0"
"2426","wheatsheaf","174419","2024-10-12","AM1",0,1,"AM","1"
"2427","wheatsheaf","174419","2024-10-12","AM2",0,2,"AM","2"
"2428","wheatsheaf","174419","2024-10-12","AM3",1,3,"AM","3"
"2429","wheatsheaf","174419","2024-10-12","AM4",1,4,"AM","4"
"2430","wheatsheaf","174419","2024-10-12","AM5",1,5,"AM","5"
"2431","wheatsheaf","174419","2024-10-12","AM6",1,6,"AM","6"
"2432","wheatsheaf","174419","2024-10-12","AM7",8,7,"AM","7"
"2433","wheatsheaf","174419","2024-10-12","AM8",2,8,"AM","8"
"2434","wheatsheaf","174419","2024-10-12","AM9",4,9,"AM","9"
"2435","wheatsheaf","174419","2024-10-12","AM10",7,10,"AM","10"
"2436","wheatsheaf","174419","2024-10-12","AM11",13,11,"AM","11"
"2437","wheatsheaf","174419","2024-10-12","PM12",12,12,"PM","24"
"2438","wheatsheaf","174419","2024-10-12","PM1",12,1,"PM","13"
"2439","wheatsheaf","174419","2024-10-12","PM2",16,2,"PM","14"
"2440","wheatsheaf","174419","2024-10-12","PM3",49,3,"PM","15"
"2441","wheatsheaf","174419","2024-10-12","PM4",6,4,"PM","16"
"2442","wheatsheaf","174419","2024-10-12","PM5",8,5,"PM","17"
"2443","wheatsheaf","174419","2024-10-12","PM6",3,6,"PM","18"
"2444","wheatsheaf","174419","2024-10-12","PM7",4,7,"PM","19"
"2445","wheatsheaf","174419","2024-10-12","PM8",2,8,"PM","20"
"2446","wheatsheaf","174419","2024-10-12","PM9",1,9,"PM","21"
"2447","wheatsheaf","174419","2024-10-12","PM10",1,10,"PM","22"
"2448","wheatsheaf","174419","2024-10-12","PM11",0,11,"PM","23"
"2449","wheatsheaf","174419","2024-10-13","AM12",1,12,"AM","0"
"2450","wheatsheaf","174419","2024-10-13","AM1",1,1,"AM","1"
"2451","wheatsheaf","174419","2024-10-13","AM2",0,2,"AM","2"
"2452","wheatsheaf","174419","2024-10-13","AM3",0,3,"AM","3"
"2453","wheatsheaf","174419","2024-10-13","AM4",4,4,"AM","4"
"2454","wheatsheaf","174419","2024-10-13","AM5",0,5,"AM","5"
"2455","wheatsheaf","174419","2024-10-13","AM6",0,6,"AM","6"
"2456","wheatsheaf","174419","2024-10-13","AM7",4,7,"AM","7"
"2457","wheatsheaf","174419","2024-10-13","AM8",4,8,"AM","8"
"2458","wheatsheaf","174419","2024-10-13","AM9",4,9,"AM","9"
"2459","wheatsheaf","174419","2024-10-13","AM10",6,10,"AM","10"
"2460","wheatsheaf","174419","2024-10-13","AM11",4,11,"AM","11"
"2461","wheatsheaf","174419","2024-10-13","PM12",5,12,"PM","24"
"2462","wheatsheaf","174419","2024-10-13","PM1",6,1,"PM","13"
"2463","wheatsheaf","174419","2024-10-13","PM2",3,2,"PM","14"
"2464","wheatsheaf","174419","2024-10-13","PM3",3,3,"PM","15"
"2465","wheatsheaf","174419","2024-10-13","PM4",3,4,"PM","16"
"2466","wheatsheaf","174419","2024-10-13","PM5",4,5,"PM","17"
"2467","wheatsheaf","174419","2024-10-13","PM6",5,6,"PM","18"
"2468","wheatsheaf","174419","2024-10-13","PM7",5,7,"PM","19"
"2469","wheatsheaf","174419","2024-10-13","PM8",1,8,"PM","20"
"2470","wheatsheaf","174419","2024-10-13","PM9",3,9,"PM","21"
"2471","wheatsheaf","174419","2024-10-13","PM10",1,10,"PM","22"
"2472","wheatsheaf","174419","2024-10-13","PM11",0,11,"PM","23"
"2473","wheatsheaf","174419","2024-10-15","AM12",0,12,"AM","0"
"2474","wheatsheaf","174419","2024-10-15","AM1",1,1,"AM","1"
"2475","wheatsheaf","174419","2024-10-15","AM2",0,2,"AM","2"
"2476","wheatsheaf","174419","2024-10-15","AM3",1,3,"AM","3"
"2477","wheatsheaf","174419","2024-10-15","AM4",1,4,"AM","4"
"2478","wheatsheaf","174419","2024-10-15","AM5",1,5,"AM","5"
"2479","wheatsheaf","174419","2024-10-15","AM6",1,6,"AM","6"
"2480","wheatsheaf","174419","2024-10-15","AM7",4,7,"AM","7"
"2481","wheatsheaf","174419","2024-10-15","AM8",6,8,"AM","8"
"2482","wheatsheaf","174419","2024-10-15","AM9",7,9,"AM","9"
"2483","wheatsheaf","174419","2024-10-15","AM10",8,10,"AM","10"
"2484","wheatsheaf","174419","2024-10-15","AM11",5,11,"AM","11"
"2485","wheatsheaf","174419","2024-10-15","PM12",11,12,"PM","24"
"2486","wheatsheaf","174419","2024-10-15","PM1",7,1,"PM","13"
"2487","wheatsheaf","174419","2024-10-15","PM2",10,2,"PM","14"
"2488","wheatsheaf","174419","2024-10-15","PM3",9,3,"PM","15"
"2489","wheatsheaf","174419","2024-10-15","PM4",7,4,"PM","16"
"2490","wheatsheaf","174419","2024-10-15","PM5",6,5,"PM","17"
"2491","wheatsheaf","174419","2024-10-15","PM6",8,6,"PM","18"
"2492","wheatsheaf","174419","2024-10-15","PM7",3,7,"PM","19"
"2493","wheatsheaf","174419","2024-10-15","PM8",2,8,"PM","20"
"2494","wheatsheaf","174419","2024-10-15","PM9",1,9,"PM","21"
"2495","wheatsheaf","174419","2024-10-15","PM10",4,10,"PM","22"
"2496","wheatsheaf","174419","2024-10-15","PM11",0,11,"PM","23"
"2497","wheatsheaf","174419","2024-10-16","AM12",0,12,"AM","0"
"2498","wheatsheaf","174419","2024-10-16","AM1",1,1,"AM","1"
"2499","wheatsheaf","174419","2024-10-16","AM2",0,2,"AM","2"
"2500","wheatsheaf","174419","2024-10-16","AM3",0,3,"AM","3"
"2501","wheatsheaf","174419","2024-10-16","AM4",0,4,"AM","4"
"2502","wheatsheaf","174419","2024-10-16","AM5",4,5,"AM","5"
"2503","wheatsheaf","174419","2024-10-16","AM6",1,6,"AM","6"
"2504","wheatsheaf","174419","2024-10-16","AM7",4,7,"AM","7"
"2505","wheatsheaf","174419","2024-10-16","AM8",2,8,"AM","8"
"2506","wheatsheaf","174419","2024-10-16","AM9",2,9,"AM","9"
"2507","wheatsheaf","174419","2024-10-16","AM10",6,10,"AM","10"
"2508","wheatsheaf","174419","2024-10-16","AM11",6,11,"AM","11"
"2509","wheatsheaf","174419","2024-10-16","PM12",16,12,"PM","24"
"2510","wheatsheaf","174419","2024-10-16","PM1",5,1,"PM","13"
"2511","wheatsheaf","174419","2024-10-16","PM2",9,2,"PM","14"
"2512","wheatsheaf","174419","2024-10-16","PM3",6,3,"PM","15"
"2513","wheatsheaf","174419","2024-10-16","PM4",10,4,"PM","16"
"2514","wheatsheaf","174419","2024-10-16","PM5",3,5,"PM","17"
"2515","wheatsheaf","174419","2024-10-16","PM6",8,6,"PM","18"
"2516","wheatsheaf","174419","2024-10-16","PM7",3,7,"PM","19"
"2517","wheatsheaf","174419","2024-10-16","PM8",7,8,"PM","20"
"2518","wheatsheaf","174419","2024-10-16","PM9",3,9,"PM","21"
"2519","wheatsheaf","174419","2024-10-16","PM10",5,10,"PM","22"
"2520","wheatsheaf","174419","2024-10-16","PM11",0,11,"PM","23"
"2521","wheatsheaf","174420","2024-10-09","AM12",1,12,"AM","0"
"2522","wheatsheaf","174420","2024-10-09","AM1",0,1,"AM","1"
"2523","wheatsheaf","174420","2024-10-09","AM2",0,2,"AM","2"
"2524","wheatsheaf","174420","2024-10-09","AM3",0,3,"AM","3"
"2525","wheatsheaf","174420","2024-10-09","AM4",0,4,"AM","4"
"2526","wheatsheaf","174420","2024-10-09","AM5",0,5,"AM","5"
"2527","wheatsheaf","174420","2024-10-09","AM6",2,6,"AM","6"
"2528","wheatsheaf","174420","2024-10-09","AM7",0,7,"AM","7"
"2529","wheatsheaf","174420","2024-10-09","AM8",0,8,"AM","8"
"2530","wheatsheaf","174420","2024-10-09","AM9",0,9,"AM","9"
"2531","wheatsheaf","174420","2024-10-09","AM10",1,10,"AM","10"
"2532","wheatsheaf","174420","2024-10-09","AM11",0,11,"AM","11"
"2533","wheatsheaf","174420","2024-10-09","PM12",1,12,"PM","24"
"2534","wheatsheaf","174420","2024-10-09","PM1",0,1,"PM","13"
"2535","wheatsheaf","174420","2024-10-09","PM2",1,2,"PM","14"
"2536","wheatsheaf","174420","2024-10-09","PM3",0,3,"PM","15"
"2537","wheatsheaf","174420","2024-10-09","PM4",1,4,"PM","16"
"2538","wheatsheaf","174420","2024-10-09","PM5",4,5,"PM","17"
"2539","wheatsheaf","174420","2024-10-09","PM6",1,6,"PM","18"
"2540","wheatsheaf","174420","2024-10-09","PM7",1,7,"PM","19"
"2541","wheatsheaf","174420","2024-10-09","PM8",2,8,"PM","20"
"2542","wheatsheaf","174420","2024-10-09","PM9",0,9,"PM","21"
"2543","wheatsheaf","174420","2024-10-09","PM10",0,10,"PM","22"
"2544","wheatsheaf","174420","2024-10-09","PM11",0,11,"PM","23"
"2545","wheatsheaf","174420","2024-10-10","AM12",0,12,"AM","0"
"2546","wheatsheaf","174420","2024-10-10","AM1",1,1,"AM","1"
"2547","wheatsheaf","174420","2024-10-10","AM2",0,2,"AM","2"
"2548","wheatsheaf","174420","2024-10-10","AM3",0,3,"AM","3"
"2549","wheatsheaf","174420","2024-10-10","AM4",0,4,"AM","4"
"2550","wheatsheaf","174420","2024-10-10","AM5",0,5,"AM","5"
"2551","wheatsheaf","174420","2024-10-10","AM6",1,6,"AM","6"
"2552","wheatsheaf","174420","2024-10-10","AM7",1,7,"AM","7"
"2553","wheatsheaf","174420","2024-10-10","AM8",0,8,"AM","8"
"2554","wheatsheaf","174420","2024-10-10","AM9",3,9,"AM","9"
"2555","wheatsheaf","174420","2024-10-10","AM10",1,10,"AM","10"
"2556","wheatsheaf","174420","2024-10-10","AM11",2,11,"AM","11"
"2557","wheatsheaf","174420","2024-10-10","PM12",0,12,"PM","24"
"2558","wheatsheaf","174420","2024-10-10","PM1",0,1,"PM","13"
"2559","wheatsheaf","174420","2024-10-10","PM2",4,2,"PM","14"
"2560","wheatsheaf","174420","2024-10-10","PM3",1,3,"PM","15"
"2561","wheatsheaf","174420","2024-10-10","PM4",2,4,"PM","16"
"2562","wheatsheaf","174420","2024-10-10","PM5",0,5,"PM","17"
"2563","wheatsheaf","174420","2024-10-10","PM6",0,6,"PM","18"
"2564","wheatsheaf","174420","2024-10-10","PM7",2,7,"PM","19"
"2565","wheatsheaf","174420","2024-10-10","PM8",0,8,"PM","20"
"2566","wheatsheaf","174420","2024-10-10","PM9",0,9,"PM","21"
"2567","wheatsheaf","174420","2024-10-10","PM10",0,10,"PM","22"
"2568","wheatsheaf","174420","2024-10-10","PM11",0,11,"PM","23"
"2569","wheatsheaf","174420","2024-10-11","AM12",0,12,"AM","0"
"2570","wheatsheaf","174420","2024-10-11","AM1",0,1,"AM","1"
"2571","wheatsheaf","174420","2024-10-11","AM2",0,2,"AM","2"
"2572","wheatsheaf","174420","2024-10-11","AM3",0,3,"AM","3"
"2573","wheatsheaf","174420","2024-10-11","AM4",0,4,"AM","4"
"2574","wheatsheaf","174420","2024-10-11","AM5",1,5,"AM","5"
"2575","wheatsheaf","174420","2024-10-11","AM6",0,6,"AM","6"
"2576","wheatsheaf","174420","2024-10-11","AM7",0,7,"AM","7"
"2577","wheatsheaf","174420","2024-10-11","AM8",0,8,"AM","8"
"2578","wheatsheaf","174420","2024-10-11","AM9",0,9,"AM","9"
"2579","wheatsheaf","174420","2024-10-11","AM10",0,10,"AM","10"
"2580","wheatsheaf","174420","2024-10-11","AM11",0,11,"AM","11"
"2581","wheatsheaf","174420","2024-10-11","PM12",0,12,"PM","24"
"2582","wheatsheaf","174420","2024-10-11","PM1",3,1,"PM","13"
"2583","wheatsheaf","174420","2024-10-11","PM2",1,2,"PM","14"
"2584","wheatsheaf","174420","2024-10-11","PM3",1,3,"PM","15"
"2585","wheatsheaf","174420","2024-10-11","PM4",3,4,"PM","16"
"2586","wheatsheaf","174420","2024-10-11","PM5",1,5,"PM","17"
"2587","wheatsheaf","174420","2024-10-11","PM6",1,6,"PM","18"
"2588","wheatsheaf","174420","2024-10-11","PM7",1,7,"PM","19"
"2589","wheatsheaf","174420","2024-10-11","PM8",0,8,"PM","20"
"2590","wheatsheaf","174420","2024-10-11","PM9",0,9,"PM","21"
"2591","wheatsheaf","174420","2024-10-11","PM10",0,10,"PM","22"
