"","name","recordnum","date","hour","value","hour_numeric","am_pm","hour_corrected"
"1082","reed","174410","2024-10-20","AM1",0,1,"AM","1"
"1083","reed","174410","2024-10-20","AM2",0,2,"AM","2"
"1084","reed","174410","2024-10-20","AM3",0,3,"AM","3"
"1085","reed","174410","2024-10-20","AM4",0,4,"AM","4"
"1086","reed","174410","2024-10-20","AM5",2,5,"AM","5"
"1087","reed","174410","2024-10-20","AM6",0,6,"AM","6"
"1088","reed","174410","2024-10-20","AM7",0,7,"AM","7"
"1089","reed","174410","2024-10-20","AM8",1,8,"AM","8"
"1090","reed","174410","2024-10-20","AM9",3,9,"AM","9"
"1091","reed","174410","2024-10-20","AM10",3,10,"AM","10"
"1092","reed","174410","2024-10-20","AM11",5,11,"AM","11"
"1093","reed","174410","2024-10-20","PM12",6,12,"PM","24"
"1094","reed","174410","2024-10-20","PM1",18,1,"PM","13"
"1095","reed","174410","2024-10-20","PM2",8,2,"PM","14"
"1096","reed","174410","2024-10-20","PM3",2,3,"PM","15"
"1097","reed","174410","2024-10-20","PM4",0,4,"PM","16"
"1098","reed","174410","2024-10-20","PM5",0,5,"PM","17"
"1099","reed","174410","2024-10-20","PM6",1,6,"PM","18"
"1100","reed","174410","2024-10-20","PM7",4,7,"PM","19"
"1101","reed","174410","2024-10-20","PM8",5,8,"PM","20"
"1102","reed","174410","2024-10-20","PM9",8,9,"PM","21"
"1103","reed","174410","2024-10-20","PM10",1,10,"PM","22"
"1104","reed","174410","2024-10-20","PM11",1,11,"PM","23"
"1105","morris","174411","2024-10-11","AM12",0,12,"AM","0"
"1106","morris","174411","2024-10-11","AM1",0,1,"AM","1"
"1107","morris","174411","2024-10-11","AM2",0,2,"AM","2"
"1108","morris","174411","2024-10-11","AM3",0,3,"AM","3"
"1109","morris","174411","2024-10-11","AM4",0,4,"AM","4"
"1110","morris","174411","2024-10-11","AM5",0,5,"AM","5"
"1111","morris","174411","2024-10-11","AM6",0,6,"AM","6"
"1112","morris","174411","2024-10-11","AM7",1,7,"AM","7"
"1113","morris","174411","2024-10-11","AM8",0,8,"AM","8"
"1114","morris","174411","2024-10-11","AM9",0,9,"AM","9"
"1115","morris","174411","2024-10-11","AM10",0,10,"AM","10"
"1116","morris","174411","2024-10-11","AM11",0,11,"AM","11"
"1117","morris","174411","2024-10-11","PM12",0,12,"PM","24"
"1118","morris","174411","2024-10-11","PM1",0,1,"PM","13"
"1119","morris","174411","2024-10-11","PM2",0,2,"PM","14"
"1120","morris","174411","2024-10-11","PM3",0,3,"PM","15"
"1121","morris","174411","2024-10-11","PM4",0,4,"PM","16"
"1122","morris","174411","2024-10-11","PM5",1,5,"PM","17"
"1123","morris","174411","2024-10-11","PM6",1,6,"PM","18"
"1124","morris","174411","2024-10-11","PM7",0,7,"PM","19"
"1125","morris","174411","2024-10-11","PM8",0,8,"PM","20"
"1126","morris","174411","2024-10-11","PM9",0,9,"PM","21"
"1127","morris","174411","2024-10-11","PM10",0,10,"PM","22"
"1128","morris","174411","2024-10-11","PM11",1,11,"PM","23"
"1129","morris","174411","2024-10-12","AM12",0,12,"AM","0"
"1130","morris","174411","2024-10-12","AM1",0,1,"AM","1"
"1131","morris","174411","2024-10-12","AM2",0,2,"AM","2"
"1132","morris","174411","2024-10-12","AM3",0,3,"AM","3"
"1133","morris","174411","2024-10-12","AM4",0,4,"AM","4"
"1134","morris","174411","2024-10-12","AM5",0,5,"AM","5"
"1135","morris","174411","2024-10-12","AM6",0,6,"AM","6"
"1136","morris","174411","2024-10-12","AM7",0,7,"AM","7"
"1137","morris","174411","2024-10-12","AM8",0,8,"AM","8"
"1138","morris","174411","2024-10-12","AM9",1,9,"AM","9"
"1139","morris","174411","2024-10-12","AM10",0,10,"AM","10"
"1140","morris","174411","2024-10-12","AM11",0,11,"AM","11"
"1141","morris","174411","2024-10-12","PM12",0,12,"PM","24"
"1142","morris","174411","2024-10-12","PM1",0,1,"PM","13"
"1143","morris","174411","2024-10-12","PM2",0,2,"PM","14"
"1144","morris","174411","2024-10-12","PM3",0,3,"PM","15"
"1145","morris","174411","2024-10-12","PM4",0,4,"PM","16"
"1146","morris","174411","2024-10-12","PM5",0,5,"PM","17"
"1147","morris","174411","2024-10-12","PM6",0,6,"PM","18"
"1148","morris","174411","2024-10-12","PM7",0,7,"PM","19"
"1149","morris","174411","2024-10-12","PM8",0,8,"PM","20"
"1150","morris","174411","2024-10-12","PM9",1,9,"PM","21"
"1151","morris","174411","2024-10-12","PM10",0,10,"PM","22"
"1152","morris","174411","2024-10-12","PM11",0,11,"PM","23"
"1153","morris","174411","2024-10-13","AM12",0,12,"AM","0"
"1154","morris","174411","2024-10-13","AM1",0,1,"AM","1"
"1155","morris","174411","2024-10-13","AM2",0,2,"AM","2"
"1156","morris","174411","2024-10-13","AM3",0,3,"AM","3"
"1157","morris","174411","2024-10-13","AM4",0,4,"AM","4"
"1158","morris","174411","2024-10-13","AM5",0,5,"AM","5"
"1159","morris","174411","2024-10-13","AM6",0,6,"AM","6"
"1160","morris","174411","2024-10-13","AM7",0,7,"AM","7"
"1161","morris","174411","2024-10-13","AM8",0,8,"AM","8"
"1162","morris","174411","2024-10-13","AM9",0,9,"AM","9"
"1163","morris","174411","2024-10-13","AM10",0,10,"AM","10"
"1164","morris","174411","2024-10-13","AM11",0,11,"AM","11"
"1165","morris","174411","2024-10-13","PM12",0,12,"PM","24"
"1166","morris","174411","2024-10-13","PM1",0,1,"PM","13"
"1167","morris","174411","2024-10-13","PM2",0,2,"PM","14"
"1168","morris","174411","2024-10-13","PM3",0,3,"PM","15"
"1169","morris","174411","2024-10-13","PM4",0,4,"PM","16"
"1170","morris","174411","2024-10-13","PM5",1,5,"PM","17"
"1171","morris","174411","2024-10-13","PM6",0,6,"PM","18"
"1172","morris","174411","2024-10-13","PM7",0,7,"PM","19"
"1173","morris","174411","2024-10-13","PM8",0,8,"PM","20"
"1174","morris","174411","2024-10-13","PM9",0,9,"PM","21"
"1175","morris","174411","2024-10-13","PM10",0,10,"PM","22"
"1176","morris","174411","2024-10-13","PM11",0,11,"PM","23"
"1177","morris","174411","2024-10-15","AM12",0,12,"AM","0"
"1178","morris","174411","2024-10-15","AM1",0,1,"AM","1"
"1179","morris","174411","2024-10-15","AM2",0,2,"AM","2"
"1180","morris","174411","2024-10-15","AM3",0,3,"AM","3"
"1181","morris","174411","2024-10-15","AM4",0,4,"AM","4"
"1182","morris","174411","2024-10-15","AM5",0,5,"AM","5"
"1183","morris","174411","2024-10-15","AM6",0,6,"AM","6"
"1184","morris","174411","2024-10-15","AM7",1,7,"AM","7"
"1185","morris","174411","2024-10-15","AM8",0,8,"AM","8"
"1186","morris","174411","2024-10-15","AM9",1,9,"AM","9"
"1187","morris","174411","2024-10-15","AM10",0,10,"AM","10"
"1188","morris","174411","2024-10-15","AM11",0,11,"AM","11"
"1189","morris","174411","2024-10-15","PM12",0,12,"PM","24"
"1190","morris","174411","2024-10-15","PM1",1,1,"PM","13"
"1191","morris","174411","2024-10-15","PM2",1,2,"PM","14"
"1192","morris","174411","2024-10-15","PM3",0,3,"PM","15"
"1193","morris","174411","2024-10-15","PM4",0,4,"PM","16"
"1194","morris","174411","2024-10-15","PM5",0,5,"PM","17"
"1195","morris","174411","2024-10-15","PM6",1,6,"PM","18"
"1196","morris","174411","2024-10-15","PM7",0,7,"PM","19"
"1197","morris","174411","2024-10-15","PM8",0,8,"PM","20"
"1198","morris","174411","2024-10-15","PM9",0,9,"PM","21"
"1199","morris","174411","2024-10-15","PM10",0,10,"PM","22"
"1200","morris","174411","2024-10-15","PM11",0,11,"PM","23"
"1201","morris","174411","2024-10-16","AM12",0,12,"AM","0"
"1202","morris","174411","2024-10-16","AM1",0,1,"AM","1"
"1203","morris","174411","2024-10-16","AM2",0,2,"AM","2"
"1204","morris","174411","2024-10-16","AM3",0,3,"AM","3"
"1205","morris","174411","2024-10-16","AM4",0,4,"AM","4"
"1206","morris","174411","2024-10-16","AM5",0,5,"AM","5"
"1207","morris","174411","2024-10-16","AM6",0,6,"AM","6"
"1208","morris","174411","2024-10-16","AM7",1,7,"AM","7"
"1209","morris","174411","2024-10-16","AM8",0,8,"AM","8"
"1210","morris","174411","2024-10-16","AM9",1,9,"AM","9"
"1211","morris","174411","2024-10-16","AM10",0,10,"AM","10"
"1212","morris","174411","2024-10-16","AM11",0,11,"AM","11"
"1213","morris","174411","2024-10-16","PM12",0,12,"PM","24"
"1214","morris","174411","2024-10-16","PM1",14,1,"PM","13"
"1215","morris","174411","2024-10-16","PM2",0,2,"PM","14"
"1216","morris","174411","2024-10-16","PM3",0,3,"PM","15"
"1217","morris","174411","2024-10-16","PM4",0,4,"PM","16"
"1218","morris","174411","2024-10-16","PM5",1,5,"PM","17"
"1219","morris","174411","2024-10-16","PM6",0,6,"PM","18"
"1220","morris","174411","2024-10-16","PM7",0,7,"PM","19"
"1221","morris","174411","2024-10-16","PM8",0,8,"PM","20"
"1222","morris","174411","2024-10-16","PM9",0,9,"PM","21"
"1223","morris","174411","2024-10-16","PM10",0,10,"PM","22"
"1224","morris","174411","2024-10-16","PM11",0,11,"PM","23"
"1225","morris","174411","2024-10-17","AM12",0,12,"AM","0"
"1226","morris","174411","2024-10-17","AM1",0,1,"AM","1"
"1227","morris","174411","2024-10-17","AM2",0,2,"AM","2"
"1228","morris","174411","2024-10-17","AM3",0,3,"AM","3"
"1229","morris","174411","2024-10-17","AM4",0,4,"AM","4"
"1230","morris","174411","2024-10-17","AM5",0,5,"AM","5"
"1231","morris","174411","2024-10-17","AM6",0,6,"AM","6"
"1232","morris","174411","2024-10-17","AM7",2,7,"AM","7"
"1233","morris","174411","2024-10-17","AM8",0,8,"AM","8"
"1234","morris","174411","2024-10-17","AM9",0,9,"AM","9"
"1235","morris","174411","2024-10-17","AM10",0,10,"AM","10"
"1236","morris","174411","2024-10-17","AM11",0,11,"AM","11"
"1237","morris","174411","2024-10-17","PM12",0,12,"PM","24"
"1238","morris","174411","2024-10-17","PM1",0,1,"PM","13"
"1239","morris","174411","2024-10-17","PM2",0,2,"PM","14"
"1240","morris","174411","2024-10-17","PM3",0,3,"PM","15"
"1241","morris","174411","2024-10-17","PM4",0,4,"PM","16"
"1242","morris","174411","2024-10-17","PM5",1,5,"PM","17"
"1243","morris","174411","2024-10-17","PM6",0,6,"PM","18"
"1244","morris","174411","2024-10-17","PM7",0,7,"PM","19"
"1245","morris","174411","2024-10-17","PM8",0,8,"PM","20"
"1246","morris","174411","2024-10-17","PM9",1,9,"PM","21"
"1247","morris","174411","2024-10-17","PM10",0,10,"PM","22"
"1248","morris","174411","2024-10-17","PM11",0,11,"PM","23"
"1249","morris","174412","2024-10-11","AM12",1,12,"AM","0"
"1250","morris","174412","2024-10-11","AM1",0,1,"AM","1"
"1251","morris","174412","2024-10-11","AM2",0,2,"AM","2"
"1252","morris","174412","2024-10-11","AM3",0,3,"AM","3"
"1253","morris","174412","2024-10-11","AM4",0,4,"AM","4"
"1254","morris","174412","2024-10-11","AM5",0,5,"AM","5"
"1255","morris","174412","2024-10-11","AM6",1,6,"AM","6"
"1256","morris","174412","2024-10-11","AM7",9,7,"AM","7"
"1257","morris","174412","2024-10-11","AM8",6,8,"AM","8"
"1258","morris","174412","2024-10-11","AM9",1,9,"AM","9"
"1259","morris","174412","2024-10-11","AM10",3,10,"AM","10"
"1260","morris","174412","2024-10-11","AM11",3,11,"AM","11"
"1261","morris","174412","2024-10-11","PM12",1,12,"PM","24"
"1262","morris","174412","2024-10-11","PM1",3,1,"PM","13"
"1263","morris","174412","2024-10-11","PM2",3,2,"PM","14"
"1264","morris","174412","2024-10-11","PM3",25,3,"PM","15"
"1265","morris","174412","2024-10-11","PM4",3,4,"PM","16"
"1266","morris","174412","2024-10-11","PM5",1,5,"PM","17"
"1267","morris","174412","2024-10-11","PM6",1,6,"PM","18"
"1268","morris","174412","2024-10-11","PM7",1,7,"PM","19"
"1269","morris","174412","2024-10-11","PM8",3,8,"PM","20"
"1270","morris","174412","2024-10-11","PM9",0,9,"PM","21"
"1271","morris","174412","2024-10-11","PM10",0,10,"PM","22"
"1272","morris","174412","2024-10-11","PM11",2,11,"PM","23"
"1273","morris","174412","2024-10-12","AM12",0,12,"AM","0"
"1274","morris","174412","2024-10-12","AM1",1,1,"AM","1"
"1275","morris","174412","2024-10-12","AM2",0,2,"AM","2"
"1276","morris","174412","2024-10-12","AM3",0,3,"AM","3"
"1277","morris","174412","2024-10-12","AM4",0,4,"AM","4"
"1278","morris","174412","2024-10-12","AM5",0,5,"AM","5"
"1279","morris","174412","2024-10-12","AM6",0,6,"AM","6"
"1280","morris","174412","2024-10-12","AM7",0,7,"AM","7"
"1281","morris","174412","2024-10-12","AM8",8,8,"AM","8"
"1282","morris","174412","2024-10-12","AM9",2,9,"AM","9"
"1283","morris","174412","2024-10-12","AM10",1,10,"AM","10"
"1284","morris","174412","2024-10-12","AM11",5,11,"AM","11"
"1285","morris","174412","2024-10-12","PM12",0,12,"PM","24"
"1286","morris","174412","2024-10-12","PM1",1,1,"PM","13"
"1287","morris","174412","2024-10-12","PM2",3,2,"PM","14"
"1288","morris","174412","2024-10-12","PM3",6,3,"PM","15"
"1289","morris","174412","2024-10-12","PM4",2,4,"PM","16"
"1290","morris","174412","2024-10-12","PM5",11,5,"PM","17"
"1291","morris","174412","2024-10-12","PM6",0,6,"PM","18"
"1292","morris","174412","2024-10-12","PM7",0,7,"PM","19"
"1293","morris","174412","2024-10-12","PM8",1,8,"PM","20"
"1294","morris","174412","2024-10-12","PM9",0,9,"PM","21"
"1295","morris","174412","2024-10-12","PM10",0,10,"PM","22"
"1296","morris","174412","2024-10-12","PM11",2,11,"PM","23"
"1297","morris","174412","2024-10-13","AM12",1,12,"AM","0"
"1298","morris","174412","2024-10-13","AM1",0,1,"AM","1"
"1299","morris","174412","2024-10-13","AM2",1,2,"AM","2"
"1300","morris","174412","2024-10-13","AM3",0,3,"AM","3"
"1301","morris","174412","2024-10-13","AM4",0,4,"AM","4"
"1302","morris","174412","2024-10-13","AM5",0,5,"AM","5"
"1303","morris","174412","2024-10-13","AM6",0,6,"AM","6"
"1304","morris","174412","2024-10-13","AM7",0,7,"AM","7"
"1305","morris","174412","2024-10-13","AM8",0,8,"AM","8"
"1306","morris","174412","2024-10-13","AM9",0,9,"AM","9"
"1307","morris","174412","2024-10-13","AM10",4,10,"AM","10"
"1308","morris","174412","2024-10-13","AM11",1,11,"AM","11"
"1309","morris","174412","2024-10-13","PM12",3,12,"PM","24"
"1310","morris","174412","2024-10-13","PM1",0,1,"PM","13"
"1311","morris","174412","2024-10-13","PM2",7,2,"PM","14"
"1312","morris","174412","2024-10-13","PM3",6,3,"PM","15"
"1313","morris","174412","2024-10-13","PM4",11,4,"PM","16"
"1314","morris","174412","2024-10-13","PM5",4,5,"PM","17"
"1315","morris","174412","2024-10-13","PM6",1,6,"PM","18"
"1316","morris","174412","2024-10-13","PM7",0,7,"PM","19"
"1317","morris","174412","2024-10-13","PM8",4,8,"PM","20"
"1318","morris","174412","2024-10-13","PM9",2,9,"PM","21"
"1319","morris","174412","2024-10-13","PM10",1,10,"PM","22"
"1320","morris","174412","2024-10-13","PM11",0,11,"PM","23"
"1321","morris","174412","2024-10-15","AM12",1,12,"AM","0"
"1322","morris","174412","2024-10-15","AM1",0,1,"AM","1"
"1323","morris","174412","2024-10-15","AM2",0,2,"AM","2"
"1324","morris","174412","2024-10-15","AM3",0,3,"AM","3"
"1325","morris","174412","2024-10-15","AM4",0,4,"AM","4"
"1326","morris","174412","2024-10-15","AM5",2,5,"AM","5"
"1327","morris","174412","2024-10-15","AM6",0,6,"AM","6"
"1328","morris","174412","2024-10-15","AM7",6,7,"AM","7"
"1329","morris","174412","2024-10-15","AM8",2,8,"AM","8"
"1330","morris","174412","2024-10-15","AM9",1,9,"AM","9"
"1331","morris","174412","2024-10-15","AM10",0,10,"AM","10"
"1332","morris","174412","2024-10-15","AM11",2,11,"AM","11"
"1333","morris","174412","2024-10-15","PM12",4,12,"PM","24"
"1334","morris","174412","2024-10-15","PM1",4,1,"PM","13"
"1335","morris","174412","2024-10-15","PM2",8,2,"PM","14"
"1336","morris","174412","2024-10-15","PM3",20,3,"PM","15"
"1337","morris","174412","2024-10-15","PM4",0,4,"PM","16"
"1338","morris","174412","2024-10-15","PM5",2,5,"PM","17"
"1339","morris","174412","2024-10-15","PM6",3,6,"PM","18"
"1340","morris","174412","2024-10-15","PM7",2,7,"PM","19"
"1341","morris","174412","2024-10-15","PM8",0,8,"PM","20"
"1342","morris","174412","2024-10-15","PM9",0,9,"PM","21"
"1343","morris","174412","2024-10-15","PM10",1,10,"PM","22"
"1344","morris","174412","2024-10-15","PM11",0,11,"PM","23"
"1345","morris","174412","2024-10-16","AM12",1,12,"AM","0"
"1346","morris","174412","2024-10-16","AM1",0,1,"AM","1"
"1347","morris","174412","2024-10-16","AM2",0,2,"AM","2"
"1348","morris","174412","2024-10-16","AM3",0,3,"AM","3"
"1349","morris","174412","2024-10-16","AM4",0,4,"AM","4"
"1350","morris","174412","2024-10-16","AM5",0,5,"AM","5"
"1351","morris","174412","2024-10-16","AM6",0,6,"AM","6"
"1352","morris","174412","2024-10-16","AM7",8,7,"AM","7"
"1353","morris","174412","2024-10-16","AM8",3,8,"AM","8"
"1354","morris","174412","2024-10-16","AM9",1,9,"AM","9"
"1355","morris","174412","2024-10-16","AM10",0,10,"AM","10"
"1356","morris","174412","2024-10-16","AM11",2,11,"AM","11"
"1357","morris","174412","2024-10-16","PM12",2,12,"PM","24"
"1358","morris","174412","2024-10-16","PM1",2,1,"PM","13"
"1359","morris","174412","2024-10-16","PM2",3,2,"PM","14"
"1360","morris","174412","2024-10-16","PM3",6,3,"PM","15"
"1361","morris","174412","2024-10-16","PM4",0,4,"PM","16"
"1362","morris","174412","2024-10-16","PM5",0,5,"PM","17"
"1363","morris","174412","2024-10-16","PM6",1,6,"PM","18"
"1364","morris","174412","2024-10-16","PM7",11,7,"PM","19"
"1365","morris","174412","2024-10-16","PM8",0,8,"PM","20"
"1366","morris","174412","2024-10-16","PM9",0,9,"PM","21"
"1367","morris","174412","2024-10-16","PM10",0,10,"PM","22"
"1368","morris","174412","2024-10-16","PM11",0,11,"PM","23"
"1369","morris","174412","2024-10-17","AM12",0,12,"AM","0"
"1370","morris","174412","2024-10-17","AM1",0,1,"AM","1"
"1371","morris","174412","2024-10-17","AM2",0,2,"AM","2"
"1372","morris","174412","2024-10-17","AM3",0,3,"AM","3"
"1373","morris","174412","2024-10-17","AM4",0,4,"AM","4"
"1374","morris","174412","2024-10-17","AM5",0,5,"AM","5"
"1375","morris","174412","2024-10-17","AM6",0,6,"AM","6"
"1376","morris","174412","2024-10-17","AM7",8,7,"AM","7"
"1377","morris","174412","2024-10-17","AM8",6,8,"AM","8"
"1378","morris","174412","2024-10-17","AM9",0,9,"AM","9"
"1379","morris","174412","2024-10-17","AM10",2,10,"AM","10"
"1380","morris","174412","2024-10-17","AM11",0,11,"AM","11"
"1381","morris","174412","2024-10-17","PM12",2,12,"PM","24"
"1382","morris","174412","2024-10-17","PM1",3,1,"PM","13"
"1383","morris","174412","2024-10-17","PM2",0,2,"PM","14"
"1384","morris","174412","2024-10-17","PM3",6,3,"PM","15"
"1385","morris","174412","2024-10-17","PM4",5,4,"PM","16"
"1386","morris","174412","2024-10-17","PM5",5,5,"PM","17"
"1387","morris","174412","2024-10-17","PM6",0,6,"PM","18"
"1388","morris","174412","2024-10-17","PM7",0,7,"PM","19"
"1389","morris","174412","2024-10-17","PM8",2,8,"PM","20"
"1390","morris","174412","2024-10-17","PM9",4,9,"PM","21"
"1391","morris","174412","2024-10-17","PM10",0,10,"PM","22"
"1392","morris","174412","2024-10-17","PM11",3,11,"PM","23"
"1393","morris","174412","2024-10-18","AM12",0,12,"AM","0"
"1394","morris","174412","2024-10-18","AM1",1,1,"AM","1"
"1395","morris","174412","2024-10-18","AM2",0,2,"AM","2"
"1396","morris","174412","2024-10-18","AM3",0,3,"AM","3"
"1397","morris","174412","2024-10-18","AM4",0,4,"AM","4"
"1398","morris","174412","2024-10-18","AM5",2,5,"AM","5"
"1399","morris","174412","2024-10-18","AM6",0,6,"AM","6"
"1400","morris","174412","2024-10-18","AM7",6,7,"AM","7"
"1401","morris","174412","2024-10-18","AM8",2,8,"AM","8"
"1402","morris","174412","2024-10-18","AM9",5,9,"AM","9"
"1403","morris","174412","2024-10-18","AM10",10,10,"AM","10"
"1404","morris","174412","2024-10-18","AM11",4,11,"AM","11"
"1405","morris","174412","2024-10-18","PM12",4,12,"PM","24"
"1406","morris","174412","2024-10-18","PM1",20,1,"PM","13"
"1407","morris","174412","2024-10-18","PM2",0,2,"PM","14"
"1408","morris","174412","2024-10-18","PM3",4,3,"PM","15"
"1409","morris","174412","2024-10-18","PM4",1,4,"PM","16"
"1410","morris","174412","2024-10-18","PM5",5,5,"PM","17"
"1411","morris","174412","2024-10-18","PM6",4,6,"PM","18"
"1412","morris","174412","2024-10-18","PM7",2,7,"PM","19"
"1413","morris","174412","2024-10-18","PM8",0,8,"PM","20"
"1414","morris","174412","2024-10-18","PM9",2,9,"PM","21"
"1415","morris","174412","2024-10-18","PM10",0,10,"PM","22"
"1416","morris","174412","2024-10-18","PM11",1,11,"PM","23"
"1417","morris","174412","2024-10-19","AM12",0,12,"AM","0"
"1418","morris","174412","2024-10-19","AM1",4,1,"AM","1"
"1419","morris","174412","2024-10-19","AM2",2,2,"AM","2"
"1420","morris","174412","2024-10-19","AM3",0,3,"AM","3"
"1421","morris","174412","2024-10-19","AM4",0,4,"AM","4"
"1422","morris","174412","2024-10-19","AM5",1,5,"AM","5"
"1423","morris","174412","2024-10-19","AM6",2,6,"AM","6"
"1424","morris","174412","2024-10-19","AM7",1,7,"AM","7"
"1425","morris","174412","2024-10-19","AM8",1,8,"AM","8"
"1426","morris","174412","2024-10-19","AM9",6,9,"AM","9"
"1427","morris","174412","2024-10-19","AM10",3,10,"AM","10"
"1428","morris","174412","2024-10-19","AM11",0,11,"AM","11"
"1429","morris","174412","2024-10-19","PM12",0,12,"PM","24"
"1430","morris","174412","2024-10-19","PM1",4,1,"PM","13"
"1431","morris","174412","2024-10-19","PM2",0,2,"PM","14"
"1432","morris","174412","2024-10-19","PM3",3,3,"PM","15"
"1433","morris","174412","2024-10-19","PM4",1,4,"PM","16"
"1434","morris","174412","2024-10-19","PM5",1,5,"PM","17"
"1435","morris","174412","2024-10-19","PM6",1,6,"PM","18"
"1436","morris","174412","2024-10-19","PM7",1,7,"PM","19"
"1437","morris","174412","2024-10-19","PM8",0,8,"PM","20"
"1438","morris","174412","2024-10-19","PM9",0,9,"PM","21"
"1439","morris","174412","2024-10-19","PM10",0,10,"PM","22"
"1440","morris","174412","2024-10-19","PM11",4,11,"PM","23"
"1441","morris","174412","2024-10-20","AM12",0,12,"AM","0"
"1442","morris","174412","2024-10-20","AM1",1,1,"AM","1"
"1443","morris","174412","2024-10-20","AM2",0,2,"AM","2"
"1444","morris","174412","2024-10-20","AM3",0,3,"AM","3"
"1445","morris","174412","2024-10-20","AM4",0,4,"AM","4"
"1446","morris","174412","2024-10-20","AM5",0,5,"AM","5"
"1447","morris","174412","2024-10-20","AM6",0,6,"AM","6"
"1448","morris","174412","2024-10-20","AM7",0,7,"AM","7"
"1449","morris","174412","2024-10-20","AM8",0,8,"AM","8"
"1450","morris","174412","2024-10-20","AM9",4,9,"AM","9"
"1451","morris","174412","2024-10-20","AM10",0,10,"AM","10"
"1452","morris","174412","2024-10-20","AM11",0,11,"AM","11"
"1453","morris","174412","2024-10-20","PM12",1,12,"PM","24"
"1454","morris","174412","2024-10-20","PM1",1,1,"PM","13"
"1455","morris","174412","2024-10-20","PM2",1,2,"PM","14"
"1456","morris","174412","2024-10-20","PM3",3,3,"PM","15"
"1457","morris","174412","2024-10-20","PM4",3,4,"PM","16"
"1458","morris","174412","2024-10-20","PM5",2,5,"PM","17"
"1459","morris","174412","2024-10-20","PM6",2,6,"PM","18"
"1460","morris","174412","2024-10-20","PM7",1,7,"PM","19"
"1461","morris","174412","2024-10-20","PM8",0,8,"PM","20"
"1462","morris","174412","2024-10-20","PM9",1,9,"PM","21"
"1463","morris","174412","2024-10-20","PM10",0,10,"PM","22"
"1464","morris","174412","2024-10-20","PM11",0,11,"PM","23"
"1465","morris","174413","2024-10-11","AM12",0,12,"AM","0"
"1466","morris","174413","2024-10-11","AM1",0,1,"AM","1"
"1467","morris","174413","2024-10-11","AM2",2,2,"AM","2"
"1468","morris","174413","2024-10-11","AM3",0,3,"AM","3"
"1469","morris","174413","2024-10-11","AM4",0,4,"AM","4"
"1470","morris","174413","2024-10-11","AM5",0,5,"AM","5"
"1471","morris","174413","2024-10-11","AM6",2,6,"AM","6"
"1472","morris","174413","2024-10-11","AM7",2,7,"AM","7"
"1473","morris","174413","2024-10-11","AM8",2,8,"AM","8"
"1474","morris","174413","2024-10-11","AM9",4,9,"AM","9"
"1475","morris","174413","2024-10-11","AM10",2,10,"AM","10"
"1476","morris","174413","2024-10-11","AM11",2,11,"AM","11"
"1477","morris","174413","2024-10-11","PM12",3,12,"PM","24"
"1478","morris","174413","2024-10-11","PM1",5,1,"PM","13"
"1479","morris","174413","2024-10-11","PM2",3,2,"PM","14"
"1480","morris","174413","2024-10-11","PM3",9,3,"PM","15"
"1481","morris","174413","2024-10-11","PM4",3,4,"PM","16"
"1482","morris","174413","2024-10-11","PM5",2,5,"PM","17"
"1483","morris","174413","2024-10-11","PM6",1,6,"PM","18"
"1484","morris","174413","2024-10-11","PM7",0,7,"PM","19"
"1485","morris","174413","2024-10-11","PM8",0,8,"PM","20"
"1486","morris","174413","2024-10-11","PM9",1,9,"PM","21"
"1487","morris","174413","2024-10-11","PM10",1,10,"PM","22"
"1488","morris","174413","2024-10-11","PM11",3,11,"PM","23"
"1489","morris","174413","2024-10-12","AM12",0,12,"AM","0"
"1490","morris","174413","2024-10-12","AM1",1,1,"AM","1"
"1491","morris","174413","2024-10-12","AM2",0,2,"AM","2"
"1492","morris","174413","2024-10-12","AM3",0,3,"AM","3"
"1493","morris","174413","2024-10-12","AM4",0,4,"AM","4"
"1494","morris","174413","2024-10-12","AM5",0,5,"AM","5"
"1495","morris","174413","2024-10-12","AM6",0,6,"AM","6"
"1496","morris","174413","2024-10-12","AM7",1,7,"AM","7"
"1497","morris","174413","2024-10-12","AM8",4,8,"AM","8"
"1498","morris","174413","2024-10-12","AM9",1,9,"AM","9"
"1499","morris","174413","2024-10-12","AM10",3,10,"AM","10"
"1500","morris","174413","2024-10-12","AM11",4,11,"AM","11"
"1501","morris","174413","2024-10-12","PM12",1,12,"PM","24"
"1502","morris","174413","2024-10-12","PM1",4,1,"PM","13"
"1503","morris","174413","2024-10-12","PM2",4,2,"PM","14"
"1504","morris","174413","2024-10-12","PM3",3,3,"PM","15"
"1505","morris","174413","2024-10-12","PM4",0,4,"PM","16"
"1506","morris","174413","2024-10-12","PM5",2,5,"PM","17"
"1507","morris","174413","2024-10-12","PM6",0,6,"PM","18"
"1508","morris","174413","2024-10-12","PM7",1,7,"PM","19"
"1509","morris","174413","2024-10-12","PM8",1,8,"PM","20"
"1510","morris","174413","2024-10-12","PM9",0,9,"PM","21"
"1511","morris","174413","2024-10-12","PM10",0,10,"PM","22"
"1512","morris","174413","2024-10-12","PM11",1,11,"PM","23"
"1513","morris","174413","2024-10-13","AM12",1,12,"AM","0"
"1514","morris","174413","2024-10-13","AM1",1,1,"AM","1"
"1515","morris","174413","2024-10-13","AM2",1,2,"AM","2"
"1516","morris","174413","2024-10-13","AM3",0,3,"AM","3"
"1517","morris","174413","2024-10-13","AM4",0,4,"AM","4"
